Alumni_ID,First_Name,Last_Name,SLU_Email,Personal_Email,Degree,Major,Graduation_Year,Visa_Phase,City,State,Country,Current_Employer_ID,Current_Role,Current_Technologies,Employment_Type,Salary_USD,Job_Portal_Source,LinkedIn_URL,Zip_Code
351,Erica,Sparks,erica.sparks428@slu.edu,erica.sparks317@outlook.com,BA,Software Engineering,2016,Full-Time,Redmond,WA,USA,259,QA Engineer,AWS,Intern,73948,Indeed,https://www.linkedin.com/in/ericasparks154,63286
352,Cynthia,Norman,cynthia.norman618@slu.edu,cynthia.norman386@gmail.com,PhD,Cybersecurity,2024,CPT,Worcester,MA,USA,896,ML Engineer,React,Intern,74403,Campus Career Fair,https://www.linkedin.com/in/cynthianorman141,94394
353,Sarah,Kim,sarah.kim784@slu.edu,sarah.kim603@outlook.com,BA,Finance,2021,Full-Time,Grand Rapids,MI,USA,193,ML Engineer,Docker,Intern,81888,Indeed,https://www.linkedin.com/in/sarahkim963,90599
354,Nicholas,Ramirez,nicholas.ramirez612@slu.edu,nicholas.ramirez910@outlook.com,MS,Biostatistics,2015,Full-Time,Tampa,FL,USA,91,Product Manager,R,Part-Time,52059,LinkedIn,https://www.linkedin.com/in/nicholasramirez214,27534
355,Scott,Anderson,scott.anderson961@slu.edu,scott.anderson268@gmail.com,BS,Finance,2017,Full-Time,Alpharetta,GA,USA,917,SDET,C++,Full-Time,116434,Indeed,https://www.linkedin.com/in/scottanderson870,38514
356,Christopher,Hess,christopher.hess711@slu.edu,christopher.hess114@yahoo.com,BS,Marketing,2017,Full-Time,Philadelphia,PA,USA,370,Security Analyst,"Java, GCP",Contract,95729,Indeed,https://www.linkedin.com/in/christopherhess587,50326
357,Blake,Hubbard,blake.hubbard756@slu.edu,blake.hubbard506@gmail.com,MBA,Data Science,2019,Full-Time,Pittsburgh,PA,USA,712,ML Engineer,C++,Part-Time,137978,Handshake,https://www.linkedin.com/in/blakehubbard993,72228
358,Jennifer,Silva,jennifer.silva777@slu.edu,jennifer.silva607@yahoo.com,PhD,Biostatistics,2023,OPT,Springfield,MO,USA,384,Data Engineer,"C++, Snowflake, GCP",Intern,102486,LinkedIn,https://www.linkedin.com/in/jennifersilva297,67772
359,Johnny,Bell,johnny.bell255@slu.edu,johnny.bell884@gmail.com,BS,Biostatistics,2015,Full-Time,Ann Arbor,MI,USA,18,Business Analyst,"Power BI, Tableau, R",Full-Time,101069,Company Site,https://www.linkedin.com/in/johnnybell598,72772
360,Nancy,Mathis,nancy.mathis157@slu.edu,nancy.mathis345@outlook.com,BA,Marketing,2015,Full-Time,Grand Rapids,MI,USA,25,Business Analyst,"Spark, AWS",Full-Time,94073,Campus Career Fair,https://www.linkedin.com/in/nancymathis738,33293
361,Amy,Bradley,amy.bradley349@slu.edu,amy.bradley986@yahoo.com,BS,Computer Science,2025,CPT,Orlando,FL,USA,104,SDET,"Python, Hadoop",Contract,108453,LinkedIn,https://www.linkedin.com/in/amybradley981,51989
362,Julie,Haynes,julie.haynes553@slu.edu,julie.haynes150@yahoo.com,BA,Business Analytics,2022,STEM-OPT,Harrisburg,PA,USA,950,QA Engineer,"Node.js, Tableau",Full-Time,80838,Company Site,https://www.linkedin.com/in/juliehaynes332,11403
363,Sandra,White,sandra.white624@slu.edu,sandra.white936@yahoo.com,MBA,Finance,2015,Full-Time,Kansas City,MO,USA,740,Business Analyst,"R, Java, GCP",Full-Time,103153,Indeed,https://www.linkedin.com/in/sandrawhite642,68120
364,Beth,Edwards,beth.edwards229@slu.edu,beth.edwards181@outlook.com,BA,Software Engineering,2018,Full-Time,Chesterfield,MO,USA,354,QA Engineer,"Hadoop, Tableau, Azure",Intern,135568,Glassdoor,https://www.linkedin.com/in/bethedwards258,95360
365,Jeffrey,Byrd,jeffrey.byrd438@slu.edu,jeffrey.byrd750@gmail.com,PhD,Information Systems,2022,STEM-OPT,Columbus,OH,USA,790,Salesforce Developer,Tableau,Part-Time,112463,Glassdoor,https://www.linkedin.com/in/jeffreybyrd461,90421
366,James,Vincent,james.vincent701@slu.edu,james.vincent642@outlook.com,MS,Marketing,2018,Full-Time,Scottsdale,AZ,USA,890,Software Engineer,"Azure, .NET",Part-Time,80560,Referral,https://www.linkedin.com/in/jamesvincent219,73000
367,Dillon,Arnold,dillon.arnold56@slu.edu,dillon.arnold71@gmail.com,BS,Marketing,2025,CPT,Urbana,IL,USA,504,Business Analyst,Azure,Part-Time,110035,Campus Career Fair,https://www.linkedin.com/in/dillonarnold800,78931
368,Jessica,Sanders,jessica.sanders354@slu.edu,jessica.sanders163@gmail.com,BA,Cybersecurity,2019,Full-Time,Atlanta,GA,USA,994,Security Analyst,"JavaScript, Azure",Full-Time,91531,Handshake,https://www.linkedin.com/in/jessicasanders587,77697
369,Brittany,Pratt,brittany.pratt436@slu.edu,brittany.pratt318@gmail.com,MBA,Data Science,2023,STEM-OPT,San Antonio,TX,USA,275,SDET,"Tableau, React, C++",Part-Time,111789,Referral,https://www.linkedin.com/in/brittanypratt247,17787
370,Timothy,Lopez,timothy.lopez789@slu.edu,timothy.lopez955@yahoo.com,BA,Computer Science,2021,Full-Time,Boston,MA,USA,90,Business Analyst,C++,Full-Time,83698,Handshake,https://www.linkedin.com/in/timothylopez939,61789
371,Andrew,Bryant,andrew.bryant575@slu.edu,andrew.bryant140@gmail.com,MS,Computer Science,2025,CPT,Clayton,MO,USA,358,Security Analyst,"Spark, Node.js",Full-Time,91996,Glassdoor,https://www.linkedin.com/in/andrewbryant275,10513
372,Mike,Walton,mike.walton966@slu.edu,mike.walton676@outlook.com,MBA,Business Analytics,2016,Full-Time,San Diego,CA,USA,153,Data Engineer,"R, C++, Tableau",Intern,89997,Campus Career Fair,https://www.linkedin.com/in/mikewalton394,03443
373,Cody,Kim,cody.kim114@slu.edu,cody.kim436@yahoo.com,BA,Business Analytics,2021,Full-Time,Miami,FL,USA,962,DevOps Engineer,"Java, React",Contract,91669,Campus Career Fair,https://www.linkedin.com/in/codykim455,31436
374,Scott,Sanchez,scott.sanchez550@slu.edu,scott.sanchez549@yahoo.com,PhD,Cybersecurity,2020,Full-Time,Cleveland,OH,USA,720,DevOps Engineer,"SQL, React",Contract,143831,Handshake,https://www.linkedin.com/in/scottsanchez592,01833
375,Deborah,Choi,deborah.choi397@slu.edu,deborah.choi536@gmail.com,MBA,Computer Science,2016,Full-Time,Kansas City,MO,USA,975,Software Engineer,"Power BI, R",Contract,103148,Referral,https://www.linkedin.com/in/deborahchoi591,66242
376,Donald,Thompson,donald.thompson335@slu.edu,donald.thompson832@gmail.com,MS,Finance,2022,OPT,Columbus,OH,USA,20,SDET,"Snowflake, Power BI, Kubernetes",Full-Time,108245,Referral,https://www.linkedin.com/in/donaldthompson392,22958
377,James,Butler,james.butler572@slu.edu,james.butler298@outlook.com,PhD,Business Analytics,2019,Full-Time,Cary,NC,USA,190,Software Engineer,Spark,Contract,102405,Indeed,https://www.linkedin.com/in/jamesbutler843,36869
378,Randall,Graves,randall.graves627@slu.edu,randall.graves163@gmail.com,MBA,Data Science,2021,Full-Time,Charlotte,NC,USA,553,Security Analyst,"React, Java, R",Part-Time,109826,Referral,https://www.linkedin.com/in/randallgraves714,82075
379,Jennifer,Silva,jennifer.silva548@slu.edu,jennifer.silva519@gmail.com,MS,Biostatistics,2025,CPT,Charlotte,NC,USA,690,Data Analyst,"Python, Power BI",Full-Time,99460,Indeed,https://www.linkedin.com/in/jennifersilva280,54020
380,Marc,Flores,marc.flores276@slu.edu,marc.flores390@yahoo.com,BS,Computer Science,2015,Full-Time,Bellevue,WA,USA,574,Data Analyst,"JavaScript, C++",Contract,83790,Glassdoor,https://www.linkedin.com/in/marcflores604,88148
381,Allen,Morgan,allen.morgan103@slu.edu,allen.morgan669@gmail.com,PhD,Software Engineering,2020,Full-Time,Worcester,MA,USA,551,Product Manager,"Docker, Java, Hadoop",Part-Time,65440,Indeed,https://www.linkedin.com/in/allenmorgan887,03404
382,Curtis,Graves,curtis.graves759@slu.edu,curtis.graves193@yahoo.com,MS,Biostatistics,2019,Full-Time,Worcester,MA,USA,449,QA Engineer,"Node.js, Python",Contract,85993,Handshake,https://www.linkedin.com/in/curtisgraves367,64711
383,Deborah,Wilson,deborah.wilson445@slu.edu,deborah.wilson124@gmail.com,PhD,Biostatistics,2016,Full-Time,Chicago,IL,USA,586,DevOps Engineer,Kubernetes,Part-Time,117071,LinkedIn,https://www.linkedin.com/in/deborahwilson529,43735
384,David,King,david.king967@slu.edu,david.king413@outlook.com,BS,Finance,2015,Full-Time,Cincinnati,OH,USA,604,QA Engineer,"AWS, Java, Tableau",Contract,86483,Campus Career Fair,https://www.linkedin.com/in/davidking277,26496
385,Gregory,Brown,gregory.brown463@slu.edu,gregory.brown480@yahoo.com,MBA,Data Science,2020,Full-Time,Cambridge,MA,USA,848,Software Engineer,Java,Intern,83571,Campus Career Fair,https://www.linkedin.com/in/gregorybrown849,03624
386,Andrea,Rice,andrea.rice559@slu.edu,andrea.rice106@gmail.com,PhD,Business Analytics,2024,CPT,San Antonio,TX,USA,612,Salesforce Developer,"Hadoop, Tableau, Java",Full-Time,120844,LinkedIn,https://www.linkedin.com/in/andrearice279,96317
387,Courtney,Hernandez,courtney.hernandez616@slu.edu,courtney.hernandez635@gmail.com,MS,Computer Science,2023,STEM-OPT,Chicago,IL,USA,673,Data Analyst,"Python, Docker, C++",Intern,89942,Company Site,https://www.linkedin.com/in/courtneyhernandez906,04584
388,Dale,Bruce,dale.bruce105@slu.edu,dale.bruce475@gmail.com,BA,Finance,2016,Full-Time,Austin,TX,USA,717,Business Analyst,"AWS, JavaScript, C++",Contract,97779,Indeed,https://www.linkedin.com/in/dalebruce441,91331
389,Kenneth,Good,kenneth.good58@slu.edu,kenneth.good155@yahoo.com,BS,Business Analytics,2023,STEM-OPT,Jacksonville,FL,USA,13,Business Analyst,"React, Spark",Full-Time,136016,Referral,https://www.linkedin.com/in/kennethgood464,96047
390,Theresa,Scott,theresa.scott817@slu.edu,theresa.scott334@gmail.com,BS,Information Systems,2021,Full-Time,Cambridge,MA,USA,44,Business Analyst,Tableau,Part-Time,117268,Campus Career Fair,https://www.linkedin.com/in/theresascott209,30340
391,Monica,Mckinney,monica.mckinney926@slu.edu,monica.mckinney106@gmail.com,MBA,Marketing,2017,Full-Time,Seattle,WA,USA,296,SDET,"Java, Spark, C++",Part-Time,81401,Indeed,https://www.linkedin.com/in/monicamckinney461,32188
392,Michael,Thomas,michael.thomas170@slu.edu,michael.thomas921@gmail.com,MBA,Information Systems,2021,Full-Time,Boston,MA,USA,375,Business Analyst,"AWS, Node.js, React",Intern,119407,Referral,https://www.linkedin.com/in/michaelthomas780,61736
393,Lee,Zimmerman,lee.zimmerman180@slu.edu,lee.zimmerman733@gmail.com,MBA,Computer Science,2025,CPT,Scottsdale,AZ,USA,746,Data Analyst,Python,Contract,116812,Handshake,https://www.linkedin.com/in/leezimmerman267,25300
394,Lindsey,Silva,lindsey.silva232@slu.edu,lindsey.silva873@outlook.com,BA,Software Engineering,2024,CPT,Chicago,IL,USA,412,Software Engineer,"Python, Snowflake",Part-Time,103644,Company Site,https://www.linkedin.com/in/lindseysilva664,82842
395,Jennifer,Cain,jennifer.cain984@slu.edu,jennifer.cain542@outlook.com,BA,Electrical Engineering,2017,Full-Time,Tampa,FL,USA,322,Data Engineer,"Azure, C++, JavaScript",Full-Time,95750,Indeed,https://www.linkedin.com/in/jennifercain735,70751
396,Timothy,Cook,timothy.cook319@slu.edu,timothy.cook34@gmail.com,PhD,Marketing,2016,Full-Time,Ann Arbor,MI,USA,834,Business Analyst,C++,Contract,117256,Indeed,https://www.linkedin.com/in/timothycook914,14544
397,Nancy,Hill,nancy.hill474@slu.edu,nancy.hill260@gmail.com,MS,Finance,2016,Full-Time,Springfield,MO,USA,192,Software Engineer,"Java, Power BI",Intern,113237,Company Site,https://www.linkedin.com/in/nancyhill121,03553
398,Ian,Gray,ian.gray769@slu.edu,ian.gray357@outlook.com,MBA,Business Analytics,2017,Full-Time,Houston,TX,USA,837,SDET,"React, JavaScript",Full-Time,121921,Indeed,https://www.linkedin.com/in/iangray233,84120
399,Alexandria,White,alexandria.white878@slu.edu,alexandria.white802@outlook.com,MBA,Finance,2025,CPT,San Jose,CA,USA,239,Data Analyst,"Java, Docker, Kubernetes",Intern,123915,LinkedIn,https://www.linkedin.com/in/alexandriawhite179,38803
400,Elizabeth,Mann,elizabeth.mann346@slu.edu,elizabeth.mann696@outlook.com,MS,Biostatistics,2022,STEM-OPT,Pittsburgh,PA,USA,778,Software Engineer,"Azure, Node.js",Full-Time,73449,Indeed,https://www.linkedin.com/in/elizabethmann760,82729
401,Tina,Garcia,tina.garcia437@slu.edu,tina.garcia404@gmail.com,PhD,Cybersecurity,2024,OPT,Atlanta,GA,USA,265,Business Analyst,"React, SQL",Part-Time,103214,Indeed,https://www.linkedin.com/in/tinagarcia298,61516
402,Teresa,Rush,teresa.rush303@slu.edu,teresa.rush227@gmail.com,PhD,Data Science,2023,STEM-OPT,Tacoma,WA,USA,467,SDET,Docker,Contract,83479,Company Site,https://www.linkedin.com/in/teresarush628,55175
403,Debra,Miller,debra.miller196@slu.edu,debra.miller60@outlook.com,BS,Finance,2016,Full-Time,Springfield,IL,USA,310,Business Analyst,"Snowflake, Node.js, AWS",Part-Time,106885,LinkedIn,https://www.linkedin.com/in/debramiller790,30026
404,Lisa,Moreno,lisa.moreno164@slu.edu,lisa.moreno315@gmail.com,MS,Information Systems,2017,Full-Time,Ann Arbor,MI,USA,158,Business Analyst,"GCP, R, Kubernetes",Full-Time,106279,Glassdoor,https://www.linkedin.com/in/lisamoreno774,77989
405,Natalie,Jacobs,natalie.jacobs217@slu.edu,natalie.jacobs853@outlook.com,BS,Software Engineering,2017,Full-Time,Dallas,TX,USA,899,Salesforce Developer,"Java, GCP, Node.js",Full-Time,91562,Glassdoor,https://www.linkedin.com/in/nataliejacobs587,44585
406,Shannon,Lowery,shannon.lowery598@slu.edu,shannon.lowery388@gmail.com,MS,Electrical Engineering,2021,Full-Time,Worcester,MA,USA,898,Product Manager,"Kubernetes, GCP, .NET",Part-Time,92286,Referral,https://www.linkedin.com/in/shannonlowery530,28094
407,Briana,Crane,briana.crane570@slu.edu,briana.crane233@outlook.com,BA,Electrical Engineering,2022,STEM-OPT,Chesterfield,MO,USA,765,QA Engineer,"R, Kubernetes, AWS",Contract,102882,Glassdoor,https://www.linkedin.com/in/brianacrane622,04931
408,Kristi,Crawford,kristi.crawford305@slu.edu,kristi.crawford650@yahoo.com,MBA,Biostatistics,2019,Full-Time,Albany,NY,USA,312,Product Manager,"C++, Python",Contract,131028,Campus Career Fair,https://www.linkedin.com/in/kristicrawford159,85145
409,Tracy,Klein,tracy.klein196@slu.edu,tracy.klein873@outlook.com,MS,Electrical Engineering,2023,STEM-OPT,Tampa,FL,USA,921,Data Analyst,AWS,Contract,117915,Indeed,https://www.linkedin.com/in/tracyklein895,60442
410,Sharon,Dunn,sharon.dunn170@slu.edu,sharon.dunn951@outlook.com,PhD,Marketing,2018,Full-Time,Atlanta,GA,USA,927,SDET,"Hadoop, JavaScript, Node.js",Part-Time,105489,Referral,https://www.linkedin.com/in/sharondunn161,57900
411,Andrea,Reyes,andrea.reyes13@slu.edu,andrea.reyes841@yahoo.com,BS,Finance,2025,CPT,Dallas,TX,USA,830,ML Engineer,"Azure, Tableau, Spark",Intern,108155,Campus Career Fair,https://www.linkedin.com/in/andreareyes618,18354
412,Melissa,Wood,melissa.wood562@slu.edu,melissa.wood153@gmail.com,PhD,Data Science,2015,Full-Time,Alpharetta,GA,USA,24,Data Engineer,"JavaScript, Spark, Node.js",Part-Time,127074,Glassdoor,https://www.linkedin.com/in/melissawood758,25270
413,Madison,Dickerson,madison.dickerson478@slu.edu,madison.dickerson864@outlook.com,BA,Biostatistics,2021,Full-Time,Denver,CO,USA,264,ML Engineer,R,Full-Time,93930,LinkedIn,https://www.linkedin.com/in/madisondickerson145,60722
414,Lucas,Smith,lucas.smith524@slu.edu,lucas.smith231@yahoo.com,MS,Marketing,2016,Full-Time,Scottsdale,AZ,USA,80,Data Engineer,Java,Part-Time,104946,Glassdoor,https://www.linkedin.com/in/lucassmith202,14406
415,Michael,Stone,michael.stone595@slu.edu,michael.stone871@gmail.com,PhD,Marketing,2016,Full-Time,Charlotte,NC,USA,672,Data Engineer,Docker,Part-Time,103675,Glassdoor,https://www.linkedin.com/in/michaelstone222,42370
416,Benjamin,Burton,benjamin.burton61@slu.edu,benjamin.burton966@yahoo.com,BA,Software Engineering,2015,Full-Time,Colorado Springs,CO,USA,574,SDET,"React, SQL",Part-Time,110336,Handshake,https://www.linkedin.com/in/benjaminburton859,76161
417,Christine,Lowe,christine.lowe958@slu.edu,christine.lowe173@gmail.com,MS,Computer Science,2024,CPT,Cary,NC,USA,955,Salesforce Developer,GCP,Intern,106216,Campus Career Fair,https://www.linkedin.com/in/christinelowe910,85811
418,Cindy,Kennedy,cindy.kennedy939@slu.edu,cindy.kennedy98@yahoo.com,BS,Software Engineering,2021,Full-Time,Pittsburgh,PA,USA,907,DevOps Engineer,"JavaScript, Python, .NET",Intern,132512,Campus Career Fair,https://www.linkedin.com/in/cindykennedy266,87939
419,Sara,Robbins,sara.robbins806@slu.edu,sara.robbins297@gmail.com,BA,Information Systems,2017,Full-Time,Chicago,IL,USA,564,Data Engineer,"Tableau, Hadoop, JavaScript",Part-Time,127520,LinkedIn,https://www.linkedin.com/in/sararobbins139,99794
420,Julie,Maxwell,julie.maxwell23@slu.edu,julie.maxwell612@gmail.com,BS,Electrical Engineering,2020,Full-Time,Scottsdale,AZ,USA,890,Data Engineer,"Azure, Spark, AWS",Contract,81563,Company Site,https://www.linkedin.com/in/juliemaxwell756,52001
421,Randall,Bryan,randall.bryan809@slu.edu,randall.bryan802@gmail.com,PhD,Data Science,2015,Full-Time,Irvine,CA,USA,433,SDET,Node.js,Full-Time,111726,LinkedIn,https://www.linkedin.com/in/randallbryan689,26779
422,Angela,Rodriguez,angela.rodriguez101@slu.edu,angela.rodriguez989@outlook.com,MS,Business Analytics,2017,Full-Time,Kansas City,MO,USA,375,Software Engineer,SQL,Full-Time,112818,Glassdoor,https://www.linkedin.com/in/angelarodriguez505,73987
423,Mark,Ayala,mark.ayala836@slu.edu,mark.ayala672@outlook.com,BA,Cybersecurity,2016,Full-Time,Cary,NC,USA,907,ML Engineer,"React, AWS, Hadoop",Part-Time,103129,Glassdoor,https://www.linkedin.com/in/markayala210,59500
424,Richard,Hudson,richard.hudson405@slu.edu,richard.hudson390@yahoo.com,MS,Cybersecurity,2015,Full-Time,Cleveland,OH,USA,138,DevOps Engineer,"Java, Spark",Full-Time,95217,Company Site,https://www.linkedin.com/in/richardhudson253,98454
425,Walter,Sanders,walter.sanders197@slu.edu,walter.sanders925@outlook.com,PhD,Software Engineering,2023,STEM-OPT,Seattle,WA,USA,703,Data Analyst,"Power BI, Azure, GCP",Contract,81803,Referral,https://www.linkedin.com/in/waltersanders311,28590
426,Crystal,Hawkins,crystal.hawkins550@slu.edu,crystal.hawkins545@outlook.com,PhD,Finance,2024,OPT,Buffalo,NY,USA,787,Salesforce Developer,Node.js,Part-Time,80522,Campus Career Fair,https://www.linkedin.com/in/crystalhawkins698,58361
427,Monica,Jones,monica.jones506@slu.edu,monica.jones546@yahoo.com,PhD,Biostatistics,2020,Full-Time,Tacoma,WA,USA,709,QA Engineer,Docker,Part-Time,82819,Campus Career Fair,https://www.linkedin.com/in/monicajones153,99886
428,John,Edwards,john.edwards623@slu.edu,john.edwards945@yahoo.com,PhD,Electrical Engineering,2020,Full-Time,Somerville,MA,USA,366,Salesforce Developer,"AWS, Snowflake",Part-Time,88131,Company Site,https://www.linkedin.com/in/johnedwards489,81421
429,Amanda,Olsen,amanda.olsen348@slu.edu,amanda.olsen908@yahoo.com,MS,Software Engineering,2016,Full-Time,Pittsburgh,PA,USA,780,Salesforce Developer,React,Intern,68132,Company Site,https://www.linkedin.com/in/amandaolsen638,21867
430,Tanya,Schmidt,tanya.schmidt229@slu.edu,tanya.schmidt296@yahoo.com,PhD,Finance,2024,OPT,Columbus,OH,USA,442,Data Analyst,"Hadoop, Azure",Part-Time,118404,Company Site,https://www.linkedin.com/in/tanyaschmidt132,47674
431,Bryce,Anderson,bryce.anderson403@slu.edu,bryce.anderson590@yahoo.com,MS,Biostatistics,2015,Full-Time,Urbana,IL,USA,624,Security Analyst,Docker,Contract,134220,Handshake,https://www.linkedin.com/in/bryceanderson285,22514
432,David,Herrera,david.herrera936@slu.edu,david.herrera747@gmail.com,BS,Data Science,2025,CPT,Durham,NC,USA,834,DevOps Engineer,"R, Java, Snowflake",Full-Time,110800,Glassdoor,https://www.linkedin.com/in/davidherrera333,31058
433,Patricia,Miller,patricia.miller490@slu.edu,patricia.miller517@outlook.com,MS,Computer Science,2020,Full-Time,Naperville,IL,USA,638,Product Manager,"GCP, Spark",Full-Time,122416,Company Site,https://www.linkedin.com/in/patriciamiller972,62455
434,Pamela,Collier,pamela.collier481@slu.edu,pamela.collier617@yahoo.com,MS,Finance,2023,OPT,Phoenix,AZ,USA,442,Software Engineer,Power BI,Part-Time,122081,Glassdoor,https://www.linkedin.com/in/pamelacollier898,68548
435,Wendy,Taylor,wendy.taylor107@slu.edu,wendy.taylor940@gmail.com,MBA,Cybersecurity,2017,Full-Time,Columbus,OH,USA,858,Salesforce Developer,"Python, GCP, .NET",Contract,84723,Referral,https://www.linkedin.com/in/wendytaylor366,65739
436,Alan,Castillo,alan.castillo148@slu.edu,alan.castillo599@outlook.com,BS,Finance,2025,CPT,Grand Rapids,MI,USA,94,Software Engineer,"Docker, Snowflake",Intern,125389,Glassdoor,https://www.linkedin.com/in/alancastillo805,89205
437,Stacey,Jones,stacey.jones307@slu.edu,stacey.jones519@yahoo.com,MBA,Computer Science,2017,Full-Time,Dallas,TX,USA,41,SDET,"Power BI, SQL",Intern,102970,Handshake,https://www.linkedin.com/in/staceyjones291,81551
438,Jason,Nelson,jason.nelson355@slu.edu,jason.nelson87@gmail.com,MS,Marketing,2024,OPT,Chicago,IL,USA,395,SDET,"GCP, Python",Full-Time,128936,LinkedIn,https://www.linkedin.com/in/jasonnelson944,14903
